:START_ID,:END_ID,relation,:TYPE
20107,30553,合作,合作
20107,32698,合作,合作
20107,33310,合作,合作
20107,33083,合作,合作
20107,33299,合作,合作
20107,31970,合作,合作
20107,31029,合作,合作
20107,32654,合作,合作
20107,31161,合作,合作
20107,30518,合作,合作
20107,30767,合作,合作
20107,32678,合作,合作
20107,31567,合作,合作
20107,32273,合作,合作
20107,31471,合作,合作
20107,31220,合作,合作
20107,30500,合作,合作
20107,32689,合作,合作
20107,33187,合作,合作
20107,32233,合作,合作
20107,31130,合作,合作
20107,30588,合作,合作
20107,30437,合作,合作
20107,32585,合作,合作
20107,31325,合作,合作
20107,30237,合作,合作
20159,30911,合作,合作
20159,32055,合作,合作
20159,32846,合作,合作
20159,30136,合作,合作
20159,32845,合作,合作
20159,31740,合作,合作
20159,33058,合作,合作
20159,30553,合作,合作
20159,32698,合作,合作
20159,33310,合作,合作
20159,33083,合作,合作
20159,33299,合作,合作
20159,31970,合作,合作
20159,31029,合作,合作
20159,32654,合作,合作
20159,31161,合作,合作
20159,30518,合作,合作
20159,30767,合作,合作
20159,32678,合作,合作
20159,31567,合作,合作
20159,32273,合作,合作
20159,31471,合作,合作
20159,31220,合作,合作
20159,30500,合作,合作
20159,32689,合作,合作
20159,33187,合作,合作
20159,32233,合作,合作
20159,31130,合作,合作
20159,30588,合作,合作
20159,30437,合作,合作
20159,32585,合作,合作
20159,31325,合作,合作
20159,30237,合作,合作
20120,31808,合作,合作
20120,32286,合作,合作
20120,31432,合作,合作
20120,30908,合作,合作
20120,32348,合作,合作
20120,31092,合作,合作
20120,33210,合作,合作
20120,31540,合作,合作
20120,30928,合作,合作
20120,31752,合作,合作
20120,30773,合作,合作
20120,31777,合作,合作
20120,32318,合作,合作
20120,30758,合作,合作
20120,32811,合作,合作
20156,31419,合作,合作
20156,30352,合作,合作
20156,31486,合作,合作
20156,30728,合作,合作
20156,32804,合作,合作
20156,32817,合作,合作
20156,32074,合作,合作
20156,32192,合作,合作
20156,31773,合作,合作
20156,30088,合作,合作
20156,33400,合作,合作
20156,31451,合作,合作
20156,31121,合作,合作
20156,33302,合作,合作
20156,31324,合作,合作
20156,30597,合作,合作
20156,31200,合作,合作
20156,32135,合作,合作
20156,31602,合作,合作
20156,30692,合作,合作
20156,31931,合作,合作
20156,31973,合作,合作
20156,32928,合作,合作
20156,33243,合作,合作
20156,31049,合作,合作
20156,32252,合作,合作
20156,32854,合作,合作
20156,31005,合作,合作
20156,32777,合作,合作
20156,33401,合作,合作
20156,31719,合作,合作
20156,30654,合作,合作
20138,31576,合作,合作
20138,31518,合作,合作
20138,30068,合作,合作
20138,30847,合作,合作
20138,31344,合作,合作
20173,31576,合作,合作
20173,31518,合作,合作
20173,30068,合作,合作
20173,30847,合作,合作
20173,31344,合作,合作
20196,30332,合作,合作
20196,30788,合作,合作
20196,32142,合作,合作
20196,31778,合作,合作
20196,31278,合作,合作
20196,31192,合作,合作
20196,33392,合作,合作
20196,30918,合作,合作
20078,32329,合作,合作
20078,32214,合作,合作
20078,33391,合作,合作
20078,32471,合作,合作
20078,31126,合作,合作
20078,33104,合作,合作
20078,31671,合作,合作
20078,33325,合作,合作
20078,32168,合作,合作
20078,31679,合作,合作
20078,31740,合作,合作
20078,32752,合作,合作
20078,30254,合作,合作
20078,30462,合作,合作
20112,32329,合作,合作
20112,32214,合作,合作
20112,33391,合作,合作
20112,32471,合作,合作
20112,31126,合作,合作
20112,33104,合作,合作
20112,31671,合作,合作
20112,33325,合作,合作
20112,32168,合作,合作
20112,31679,合作,合作
20112,31740,合作,合作
20112,32752,合作,合作
20112,30254,合作,合作
20112,30462,合作,合作
20029,32329,合作,合作
20029,32214,合作,合作
20029,33391,合作,合作
20029,32471,合作,合作
20029,31126,合作,合作
20029,33104,合作,合作
20029,31671,合作,合作
20029,33325,合作,合作
20029,32168,合作,合作
20029,31679,合作,合作
20029,31740,合作,合作
20029,32752,合作,合作
20029,30254,合作,合作
20029,30462,合作,合作
20103,30089,合作,合作
20103,33232,合作,合作
20103,30157,合作,合作
20103,33020,合作,合作
20103,32448,合作,合作
20103,32044,合作,合作
20068,30978,合作,合作
20068,30027,合作,合作
20068,31589,合作,合作
20068,30991,合作,合作
20068,31886,合作,合作
20068,30546,合作,合作
20068,31956,合作,合作
20068,33076,合作,合作
20068,31604,合作,合作
20068,30278,合作,合作
20068,31660,合作,合作
20068,33291,合作,合作
20068,30153,合作,合作
20068,33084,合作,合作
20068,33297,合作,合作
20068,31511,合作,合作
20068,31657,合作,合作
20068,30622,合作,合作
20166,32259,合作,合作
20166,32971,合作,合作
20166,30677,合作,合作
20166,33278,合作,合作
20166,33157,合作,合作
20166,30708,合作,合作
20166,32958,合作,合作
20166,33084,合作,合作
20166,30678,合作,合作
20166,33323,合作,合作
20166,32342,合作,合作
20166,30375,合作,合作
20166,31139,合作,合作
20166,32849,合作,合作
20166,30792,合作,合作
20166,31252,合作,合作
20166,32468,合作,合作
20166,30726,合作,合作
20166,32229,合作,合作
20166,31350,合作,合作
20024,30219,合作,合作
20024,32764,合作,合作
20024,32593,合作,合作
20024,30101,合作,合作
20024,30676,合作,合作
20024,33055,合作,合作
20024,31298,合作,合作
20024,31404,合作,合作
20024,33083,合作,合作
20024,30849,合作,合作
20024,32277,合作,合作
20024,30767,合作,合作
20024,32220,合作,合作
20024,31679,合作,合作
20024,31369,合作,合作
20084,30219,合作,合作
20084,32764,合作,合作
20084,32593,合作,合作
20084,30101,合作,合作
20084,30676,合作,合作
20084,33055,合作,合作
20084,31298,合作,合作
20084,31404,合作,合作
20084,33083,合作,合作
20084,30849,合作,合作
20084,32277,合作,合作
20084,30767,合作,合作
20084,32220,合作,合作
20084,31679,合作,合作
20084,31369,合作,合作
20109,32483,合作,合作
20109,32056,合作,合作
20109,32632,合作,合作
20109,30411,合作,合作
20109,30333,合作,合作
20109,32067,合作,合作
20109,32129,合作,合作
20109,31991,合作,合作
20109,31988,合作,合作
20109,32869,合作,合作
20109,31046,合作,合作
20109,30945,合作,合作
20109,31280,合作,合作
20109,33018,合作,合作
20109,32105,合作,合作
20109,31113,合作,合作
20109,30512,合作,合作
20109,31396,合作,合作
20109,33178,合作,合作
20109,31562,合作,合作
20077,30755,合作,合作
20077,31204,合作,合作
