:START_ID,:END_ID,relation,:TYPE
10192,40024,属于类型,属于类型
10192,40013,属于类型,属于类型
10192,40025,属于类型,属于类型
10193,40015,属于类型,属于类型
10193,40003,属于类型,属于类型
10193,40008,属于类型,属于类型
10194,40015,属于类型,属于类型
10194,40018,属于类型,属于类型
10195,40015,属于类型,属于类型
10195,40014,属于类型,属于类型
10195,40013,属于类型,属于类型
10195,40025,属于类型,属于类型
10196,40015,属于类型,属于类型
10196,40003,属于类型,属于类型
10196,40008,属于类型,属于类型
10197,40015,属于类型,属于类型
10197,40011,属于类型,属于类型
10197,40013,属于类型,属于类型
10197,40025,属于类型,属于类型
10112,40015,属于类型,属于类型
10199,40015,属于类型,属于类型
10199,40011,属于类型,属于类型
10199,40018,属于类型,属于类型
10199,40010,属于类型,属于类型
10200,40015,属于类型,属于类型
10200,40008,属于类型,属于类型
10200,40002,属于类型,属于类型
10201,40015,属于类型,属于类型
10201,40007,属于类型,属于类型
10201,40025,属于类型,属于类型
10202,40015,属于类型,属于类型
10202,40001,属于类型,属于类型
10203,40015,属于类型,属于类型
10203,40008,属于类型,属于类型
10203,40007,属于类型,属于类型
10203,40002,属于类型,属于类型
10204,40007,属于类型,属于类型
10204,40011,属于类型,属于类型
10204,40018,属于类型,属于类型
10205,40015,属于类型,属于类型
10205,40007,属于类型,属于类型
10206,40015,属于类型,属于类型
10206,40014,属于类型,属于类型
10206,40025,属于类型,属于类型
10207,40015,属于类型,属于类型
10207,40007,属于类型,属于类型
10208,40015,属于类型,属于类型
10208,40018,属于类型,属于类型
10208,40010,属于类型,属于类型
10209,40015,属于类型,属于类型
10209,40010,属于类型,属于类型
10210,40024,属于类型,属于类型
10210,40011,属于类型,属于类型
10210,40018,属于类型,属于类型
10211,40015,属于类型,属于类型
10211,40010,属于类型,属于类型
10212,40015,属于类型,属于类型
10212,40014,属于类型,属于类型
10212,40016,属于类型,属于类型
10213,40015,属于类型,属于类型
10213,40011,属于类型,属于类型
10213,40018,属于类型,属于类型
10214,40002,属于类型,属于类型
10214,40013,属于类型,属于类型
10215,40015,属于类型,属于类型
10215,40011,属于类型,属于类型
10215,40018,属于类型,属于类型
10215,40010,属于类型,属于类型
10216,40013,属于类型,属于类型
10216,40025,属于类型,属于类型
10217,40015,属于类型,属于类型
10217,40020,属于类型,属于类型
10218,40015,属于类型,属于类型
10219,40015,属于类型,属于类型
10219,40011,属于类型,属于类型
10220,40015,属于类型,属于类型
10221,40015,属于类型,属于类型
10221,40003,属于类型,属于类型
10221,40010,属于类型,属于类型
10222,40015,属于类型,属于类型
10223,40015,属于类型,属于类型
10224,40015,属于类型,属于类型
10224,40021,属于类型,属于类型
10224,40006,属于类型,属于类型
10225,40015,属于类型,属于类型
10225,40008,属于类型,属于类型
10225,40002,属于类型,属于类型
10226,40009,属于类型,属于类型
10226,40025,属于类型,属于类型
10227,40015,属于类型,属于类型
10227,40008,属于类型,属于类型
10227,40005,属于类型,属于类型
10228,40024,属于类型,属于类型
10228,40006,属于类型,属于类型
10228,40005,属于类型,属于类型
10229,40003,属于类型,属于类型
10229,40002,属于类型,属于类型
10229,40025,属于类型,属于类型
10230,40002,属于类型,属于类型
10230,40013,属于类型,属于类型
10230,40025,属于类型,属于类型
10231,40015,属于类型,属于类型
10231,40008,属于类型,属于类型
10231,40020,属于类型,属于类型
10231,40021,属于类型,属于类型
10232,40015,属于类型,属于类型
10232,40003,属于类型,属于类型
10232,40010,属于类型,属于类型
10233,40015,属于类型,属于类型
10233,40024,属于类型,属于类型
10233,40013,属于类型,属于类型
10233,40025,属于类型,属于类型
10234,40015,属于类型,属于类型
10234,40024,属于类型,属于类型
10234,40007,属于类型,属于类型
10234,40018,属于类型,属于类型
10235,40015,属于类型,属于类型
10235,40011,属于类型,属于类型
10235,40018,属于类型,属于类型
10235,40010,属于类型,属于类型
10236,40015,属于类型,属于类型
10236,40021,属于类型,属于类型
10236,40006,属于类型,属于类型
10237,40015,属于类型,属于类型
10237,40008,属于类型,属于类型
10238,40015,属于类型,属于类型
10238,40008,属于类型,属于类型
10238,40014,属于类型,属于类型
10239,40015,属于类型,属于类型
10239,40007,属于类型,属于类型
10239,40018,属于类型,属于类型
10240,40015,属于类型,属于类型
10240,40008,属于类型,属于类型
10241,40015,属于类型,属于类型
10241,40003,属于类型,属于类型
10241,40025,属于类型,属于类型
10242,40024,属于类型,属于类型
10242,40007,属于类型,属于类型
10242,40025,属于类型,属于类型
10243,40003,属于类型,属于类型
10243,40024,属于类型,属于类型
10243,40010,属于类型,属于类型
10243,40013,属于类型,属于类型
10244,40015,属于类型,属于类型
10244,40025,属于类型,属于类型
10245,40015,属于类型,属于类型
10245,40008,属于类型,属于类型
